Applicant_ID,Age,Gender,Marital_Status,Dependents,Education,Employment_Type,Years_of_Employment,Monthly_Income,Loan_Amount,Loan_Term,Interest_Rate,Loan_Purpose,Existing_Loan,Monthly_EMI,Debt_to_Income_Ratio,Credit_Score,Previous_Default,Number_of_Late_Payments,Loan_Status
APP104296,47,Male,Single,2,Post Graduate,Self-Employed,17.8,80400.0,396000,24,15.06,Home Renovation,1,19212.0,0.398,641.0,0,1,1
APP104297,30,Female,Single,0,High School,Self-Employed,9.0,68600.0,501000,60,15.05,Wedding,1,11931.91,0.24,540.0,0,2,1
APP104298,29,Male,Married,3,High School,Salaried,0.6,,115000,36,15.54,Home Renovation,0,4016.99,0.302,554.0,0,2,1
APP104299,53,Male,Married,0,Graduate,Business Owner,2.9,28300.0,390000,60,17.45,Travel,0,9787.12,0.346,538.0,1,7,0
APP104300,52,Male,Divorced,0,Graduate,Salaried,0.4,43600.0,653000,60,18.76,Travel,0,16853.06,0.387,522.0,1,5,0
APP104301,26,Female,Divorced,1,Graduate,Self-Employed,3.9,58200.0,681000,12,18.36,Debt Consolidation,1,62550.81,1.181,471.0,0,0,0
APP104302,61,Female,Married,0,Graduate,Salaried,3.8,54500.0,634000,36,15.25,Travel,1,22055.52,0.563,627.0,0,2,0
APP104303,56,Male,Married,0,Post Graduate,Self-Employed,12.8,108600.0,1321000,36,15.88,Medical,1,46364.22,0.568,629.0,0,1,1
APP104304,22,Female,Single,1,High School,Business Owner,1.0,52300.0,217000,36,15.41,Medical,1,7566.02,0.284,561.0,0,1,0
APP104305,49,Male,Single,0,Post Graduate,Salaried,1.5,44500.0,329000,24,15.62,Education,0,16049.19,0.361,598.0,0,2,1
APP104306,24,Male,Married,0,High School,Unemployed,0.0,12400.0,148000,60,17.17,Medical,0,3691.72,0.298,477.0,0,1,0
APP104307,21,Female,Married,0,Graduate,Salaried,1.0,37600.0,517000,24,16.65,Business,0,25474.79,0.678,500.0,0,2,0
APP104308,39,Female,Single,1,High School,Salaried,3.1,740446.0046972835,468000,12,15.83,Other,0,42424.4,1.2,578.0,0,3,0
APP104309,46,Female,Single,1,Graduate,Business Owner,4.0,35500.0,72000,24,20.95,Business,0,3698.0,0.104,613.0,1,9,0
APP104310,45,Male,Married,0,Post Graduate,Self-Employed,3.8,56200.0,787000,12,14.8,Education,1,70959.04,1.2,595.0,0,1,0
APP104311,30,Male,Single,1,High School,Salaried,9.0,12900.0,185000,36,14.77,Travel,0,6392.27,0.496,615.0,0,1,0
APP104312,35,Male,Married,2,Graduate,Business Owner,11.3,76200.0,154000,24,15.18,Travel,0,7480.12,0.098,622.0,0,5,1
APP104313,42,Male,Married,2,Graduate,Self-Employed,0.7,24100.0,52000,36,16.47,Other,1,1840.25,0.256,562.0,0,3,1
APP104314,41,Male,Married,1,High School,Salaried,2.1,18600.0,103000,36,19.11,Debt Consolidation,0,3781.3,0.203,574.0,1,8,0
APP104315,42,Female,Single,0,Post Graduate,Business Owner,7.0,18400.0,51000,36,15.82,Debt Consolidation,1,1788.48,0.18,541.0,0,2,1
APP104316,56,Female,Divorced,1,Post Graduate,Salaried,5.8,31300.0,315000,60,18.01,Education,0,8000.64,0.256,512.0,1,8,0
APP104317,54,Male,Single,3,Post Graduate,Salaried,5.0,29200.0,228000,60,15.96,Home Renovation,0,5539.67,0.19,564.0,0,1,1
APP104318,50,Male,Divorced,1,Graduate,Business Owner,25.4,50600.0,256000,36,15.28,Medical,1,8909.47,0.292,668.0,0,1,1
APP104319,45,Female,Married,0,Graduate,Self-Employed,2.1,20900.0,257000,36,20.52,Home Renovation,1,9619.27,0.556,503.0,1,5,0
APP104320,65,Male,Divorced,0,Graduate,Self-Employed,3.6,32000.0,135000,36,16.83,Travel,1,4801.7,0.289,503.0,1,4,0
APP104321,48,Female,Married,4,Graduate,Business Owner,19.4,32300.0,386000,48,15.29,Wedding,1,10799.5,0.388,573.0,0,3,1
APP104322,21,Male,Single,2,Graduate,Business Owner,1.0,18800.0,275000,24,15.59,Medical,1,13411.04,0.897,584.0,0,0,0
APP104323,65,Male,Married,0,Doctorate,Salaried,5.2,65500.0,626000,24,16.04,Travel,0,30662.87,0.468,612.0,0,2,1
APP104324,24,Female,Married,0,Doctorate,Business Owner,0.8,65100.0,829000,36,17.08,Wedding,0,29589.13,0.455,550.0,0,0,0
APP104325,27,Male,Single,3,Post Graduate,Salaried,1.4,48200.0,159000,48,18.71,Education,1,4729.82,0.289,508.0,1,3,0
APP104326,29,Male,Single,0,Graduate,Salaried,2.4,55000.0,328000,48,17.31,Travel,1,9517.14,0.231,571.0,0,2,0
APP104327,56,Male,Married,1,Graduate,Unemployed,0.0,9100.0,100000,84,16.52,Home Renovation,0,2015.94,0.222,528.0,0,0,0
APP104328,39,Female,Married,2,Post Graduate,Self-Employed,3.1,44000.0,489000,12,16.01,Travel,1,44369.7,1.154,581.0,0,2,0
APP104329,21,Female,Married,1,Post Graduate,Salaried,1.0,74900.0,263000,48,14.87,Debt Consolidation,1,7302.17,0.254,671.0,0,2,1
APP104330,30,Male,Married,0,Post Graduate,Self-Employed,9.0,44100.0,614000,36,15.29,Travel,0,21371.81,0.485,596.0,0,0,0
APP104331,56,Male,Married,0,Graduate,Salaried,0.6,28200.0,404000,36,18.01,Wedding,0,14607.59,0.518,519.0,0,0,1
APP104332,29,Female,Married,3,Post Graduate,Salaried,1.4,66000.0,159000,12,19.23,Business,1,14670.35,0.343,498.0,1,7,0
APP104333,65,Male,Married,1,Graduate,Business Owner,0.8,30700.0,385000,48,17.08,Other,0,11125.13,0.362,532.0,0,0,1
APP104334,62,Female,Single,2,Graduate,Business Owner,6.6,81400.0,309000,48,15.92,Travel,0,8744.49,0.107,577.0,0,2,0
APP104335,52,Male,Divorced,1,Post Graduate,Self-Employed,17.6,56300.0,202000,24,14.34,Medical,1,9731.08,0.365,654.0,0,2,1
APP104336,52,Male,Single,4,Graduate,Self-Employed,11.2,87500.0,972000,48,14.78,Other,1,26943.21,0.396,580.0,0,2,0
APP104337,26,Female,Married,3,Graduate,Salaried,5.0,35200.0,107000,12,19.07,Education,0,9864.33,0.28,509.0,0,2,1
APP104338,58,Male,Married,1,Graduate,Business Owner,0.1,72900.0,571000,24,14.95,Medical,1,27672.31,0.498,597.0,0,1,0
APP104339,37,Female,Married,0,Graduate,Salaried,2.1,16000.0,112000,24,15.51,Business,1,5457.68,0.54,503.0,0,1,0
APP104340,30,Male,Single,2,High School,Salaried,9.0,55200.0,598000,84,17.7,Business,0,12463.73,0.226,605.0,1,1,0
APP104341,47,Male,Single,2,Graduate,Unemployed,0.0,12800.0,158000,36,16.87,Education,0,5622.91,0.439,486.0,0,2,0
APP104342,55,Female,Married,1,Graduate,Business Owner,5.3,32900.0,156000,36,19.74,Debt Consolidation,0,5776.87,0.176,546.0,1,4,0
APP104343,41,Male,Widowed,3,Graduate,Self-Employed,1.2,61600.0,271000,84,17.29,Debt Consolidation,0,5583.62,0.091,538.0,0,4,0
APP104344,45,Female,Married,0,Post Graduate,Salaried,3.1,25100.0,346000,24,14.48,Wedding,0,16691.02,0.665,568.0,0,1,0
APP104345,48,Male,Married,0,Graduate,Salaried,0.5,28300.0,59000,84,16.6,Debt Consolidation,1,1192.11,0.154,539.0,0,0,1
APP104346,35,Female,Single,2,Post Graduate,Salaried,3.7,30800.0,286000,24,16.34,Education,0,14049.96,0.456,496.0,0,1,0
APP104347,24,Female,Single,0,Graduate,Self-Employed,3.0,63300.0,615000,48,15.74,Debt Consolidation,1,17347.49,0.461,503.0,0,2,0
APP104348,49,Male,Single,1,Graduate,Self-Employed,0.2,74600.0,943000,48,14.37,Business,1,25944.23,0.526,555.0,0,0,1
APP104349,29,Female,Single,4,High School,Self-Employed,4.8,25500.0,123000,12,17.26,Business,1,11233.37,0.526,483.0,0,3,1
APP104350,47,Female,Married,2,High School,Self-Employed,1.3,16900.0,242000,48,16.75,Business,1,6951.66,0.553,516.0,0,0,1
APP104351,46,Male,Single,4,Post Graduate,Self-Employed,23.2,31900.0,92000,36,13.27,Medical,1,3111.82,0.289,627.0,0,0,1
APP104352,39,Male,Single,2,High School,Business Owner,0.3,38000.0,226000,36,18.6,Business,0,8238.63,0.217,495.0,0,2,0
APP104353,48,Male,Married,2,Doctorate,Self-Employed,4.8,64900.0,337000,24,14.36,Medical,1,16237.71,0.326,618.0,0,3,1
APP104354,37,Male,Divorced,1,High School,Unemployed,0.0,8000.0,39000,60,14.59,Business,0,919.44,0.115,569.0,0,4,0
APP104355,63,Male,Divorced,0,Post Graduate,Business Owner,1.5,39000.0,163000,24,15.65,Education,0,7953.75,0.204,613.0,0,1,0
APP104356,61,Male,Married,1,Graduate,Salaried,10.7,82000.0,362000,36,11.66,Home Renovation,0,11964.88,0.146,640.0,0,0,1
APP104357,62,Male,Single,0,Graduate,Business Owner,0.7,33300.0,402000,12,14.62,Debt Consolidation,1,36211.8,1.14,576.0,0,1,0
APP104358,40,Female,Married,4,High School,Salaried,2.8,19200.0,279000,36,19.96,Travel,1,10362.95,0.721,550.0,1,3,0
APP104359,65,Male,Single,0,Graduate,Unemployed,0.0,16100.0,194000,60,17.01,Wedding,1,4822.44,0.445,555.0,0,1,0
APP104360,60,Female,Married,0,High School,Self-Employed,1.0,27700.0,146000,24,18.23,Business,0,7305.15,0.264,526.0,1,4,0
APP104361,59,Male,Married,2,Graduate,Self-Employed,8.0,51600.0,271000,48,19.51,Education,0,8176.04,0.158,588.0,1,3,0
APP104362,43,Male,Married,1,Graduate,Salaried,2.2,23400.0,270000,12,16.26,Education,0,24530.56,1.048,550.0,0,1,0
APP104363,52,Female,Widowed,0,Post Graduate,Salaried,1.0,60800.0,383000,60,15.39,Education,1,9190.14,0.347,597.0,0,2,0
APP104364,53,Male,Married,0,Post Graduate,Salaried,6.5,68200.0,844000,24,19.12,Debt Consolidation,1,42594.1,0.688,517.0,1,5,0
APP104365,25,Male,Married,2,Graduate,Business Owner,4.0,26000.0,57000,12,17.6,Medical,1,5214.91,0.272,552.0,0,2,0
APP104366,63,Male,Single,1,High School,Salaried,3.1,22200.0,153000,24,18.86,Business,1,7702.12,0.519,603.0,1,5,0
APP104367,54,Male,Divorced,0,Graduate,Self-Employed,2.4,25400.0,178000,36,18.25,Business,1,6457.47,0.385,525.0,0,3,0
APP104368,60,Male,Single,1,Post Graduate,Business Owner,5.0,45300.0,284000,60,19.6,Other,0,7461.19,0.165,,1,7,0
APP104369,31,Female,Divorced,0,High School,Salaried,5.3,64700.0,733000,24,20.67,Debt Consolidation,0,37546.98,0.58,488.0,1,6,0
APP104370,23,Male,Single,0,Graduate,Self-Employed,2.0,45400.0,489000,36,15.96,Other,0,17182.13,0.378,553.0,0,3,1
APP104371,53,Female,Single,4,High School,Salaried,1.6,76900.0,1149000,48,17.4,Home Renovation,0,33392.7,0.434,510.0,0,2,1
APP104372,31,Female,Married,1,High School,Salaried,10.0,61000.0,609000,12,16.19,Wedding,0,55309.86,0.907,560.0,0,4,0
APP104373,36,Male,Single,0,Graduate,Business Owner,1.2,79900.0,1026000,48,15.44,Travel,0,28783.71,0.36,566.0,0,3,1
APP104374,38,Male,Married,4,Graduate,Self-Employed,2.3,82700.0,422000,12,17.59,Other,0,38606.66,0.467,546.0,0,1,1
APP104375,50,Female,Single,2,Graduate,Salaried,,64900.0,680000,60,18.29,Home Renovation,1,17374.99,0.353,564.0,1,3,0
APP104376,30,Female,Divorced,0,Graduate,Salaried,9.0,85200.0,706000,84,15.01,Travel,1,13627.47,0.225,607.0,0,2,1
APP104377,38,Male,Married,1,High School,Business Owner,8.8,47700.0,625000,48,17.54,Medical,1,18209.49,0.544,577.0,1,5,0
APP104378,58,Male,Married,3,Graduate,Salaried,8.3,51200.0,689000,36,14.17,Education,0,23605.32,0.461,595.0,0,3,0
APP104379,39,Male,Married,1,Graduate,Salaried,0.0,50500.0,268000,24,19.98,Business,0,13637.46,0.27,470.0,1,8,0
APP104380,56,Male,Single,1,Graduate,Business Owner,5.8,36400.0,101000,12,16.76,Medical,1,9200.18,0.44,565.0,0,2,1
APP104381,33,Female,Married,1,High School,Business Owner,,55400.0,499000,60,18.54,Wedding,0,12818.36,0.231,458.0,1,2,0
APP104382,23,Female,Single,1,Graduate,Self-Employed,2.0,74900.0,477000,48,17.01,Medical,0,13766.32,0.184,544.0,0,0,1
APP104383,30,Male,Married,2,Graduate,Salaried,3.8,26900.0,302000,60,14.26,Other,1,7067.79,0.459,628.0,0,1,0
APP104384,58,Female,Married,1,High School,Salaried,4.2,18900.0,39000,24,15.91,Home Renovation,0,1907.88,0.101,594.0,0,0,0
APP104385,21,Female,Married,0,Post Graduate,Self-Employed,1.0,39400.0,431000,36,16.95,Business,0,15355.6,0.39,478.0,0,7,1
APP104386,47,Male,Single,2,Graduate,Salaried,3.8,71600.0,645000,60,17.35,Other,0,16151.55,0.226,554.0,0,0,0
APP104387,28,Male,Single,0,High School,Self-Employed,6.9,28400.0,176000,36,18.12,Business,0,6373.42,0.224,547.0,0,2,1
APP104388,62,Female,Single,1,Graduate,Self-Employed,4.1,23000.0,218000,24,14.69,Education,0,10538.01,0.458,581.0,0,1,0
APP104389,37,Female,Divorced,1,Graduate,Business Owner,5.1,27000.0,382000,36,19.01,Education,0,14004.53,0.519,591.0,1,5,0
APP104390,29,Female,Single,2,Post Graduate,Salaried,3.2,30000.0,406000,36,17.25,Home Renovation,0,14525.57,0.484,619.0,1,8,0
APP104391,26,Male,Widowed,1,Post Graduate,Salaried,5.0,33100.0,442000,24,17.11,Medical,0,21876.85,0.661,509.0,0,4,0
APP104392,63,Male,Single,2,Graduate,Salaried,11.5,18000.0,91000,60,16.48,Other,0,2236.22,0.124,585.0,0,1,1
APP104393,45,Male,Single,0,High School,Self-Employed,,43300.0,314000,48,16.22,Debt Consolidation,0,8934.27,0.206,475.0,0,0,1
APP104394,59,Male,Married,2,Post Graduate,Self-Employed,0.6,47200.0,139000,24,15.41,Wedding,0,6766.75,0.143,583.0,0,3,0
APP104395,48,Female,Single,3,Post Graduate,Salaried,5.8,61700.0,228000,48,15.41,Other,0,6392.9,0.104,603.0,0,5,1
APP104396,53,Male,Married,3,High School,Salaried,2.4,9200.0,47000,84,20.38,Business,0,1054.47,0.115,527.0,1,3,0
APP104397,57,Female,Divorced,1,High School,Self-Employed,1.7,54600.0,736000,24,15.82,Debt Consolidation,0,35973.58,0.659,600.0,0,2,0
APP104398,29,Male,Single,0,Post Graduate,Business Owner,1.0,56600.0,201000,48,16.59,Wedding,0,5757.32,0.102,516.0,0,4,1
APP104399,38,Female,Married,0,Post Graduate,Self-Employed,4.3,66700.0,438000,84,19.21,Travel,1,9519.04,0.202,514.0,1,3,0
APP104400,41,Female,Married,0,High School,Self-Employed,2.1,68400.0,163000,36,18.91,Business,1,5967.52,0.269,526.0,0,2,1
APP104401,22,Male,Single,1,Graduate,Unemployed,0.0,10900.0,59000,48,17.36,Wedding,0,1713.46,0.157,524.0,0,1,1
APP104402,63,Female,Single,0,Graduate,Salaried,3.5,104400.0,1292000,48,15.02,Travel,1,35970.43,0.455,654.0,0,2,1
APP104403,58,Male,Divorced,4,Graduate,Salaried,15.9,14200.0,199000,36,17.79,Medical,0,7173.38,0.505,541.0,0,1,1
APP104404,60,Male,Single,3,Graduate,Salaried,7.1,31000.0,228000,36,18.17,Debt Consolidation,0,8262.2,0.267,,0,0,1
APP104405,56,Female,Divorced,0,Graduate,Business Owner,7.9,18400.0,104000,48,15.61,Home Renovation,0,2926.66,0.159,566.0,0,1,1
APP104406,63,Female,Married,1,Post Graduate,Self-Employed,0.7,60800.0,576000,36,14.37,Medical,0,19789.98,0.325,728.0,0,1,1
APP104407,57,Male,Single,2,Graduate,Salaried,2.0,37700.0,89000,36,17.57,Wedding,0,3198.4,0.085,542.0,0,0,1
APP104408,35,Female,Married,0,Graduate,Salaried,0.6,21000.0,133000,12,15.6,Education,1,12042.04,0.77,575.0,0,3,1
APP104409,48,Female,Married,1,Post Graduate,Salaried,17.3,140000.0,1711000,48,15.6,Wedding,1,48140.42,0.501,628.0,0,0,1
APP104410,38,Female,Married,1,High School,Salaried,5.7,24300.0,55000,48,16.3,Medical,0,1567.18,0.064,528.0,0,2,1
APP104411,54,Male,Married,0,Post Graduate,Salaried,0.1,15700.0,88000,24,19.63,Business,0,4462.94,0.284,473.0,1,9,0
APP104412,42,Female,Divorced,2,Post Graduate,Unemployed,0.0,16600.0,75000,24,18.26,Home Renovation,1,3753.74,0.399,514.0,1,5,0
APP104413,31,Male,Single,4,Graduate,Salaried,3.2,51400.0,338000,36,17.67,Medical,1,12163.63,0.295,599.0,1,5,0
APP104414,33,Male,Divorced,1,High School,Salaried,1.5,22900.0,67000,36,16.98,Travel,1,2388.07,0.156,497.0,0,0,1
APP104415,24,Male,Married,1,Post Graduate,Salaried,3.0,70000.0,529000,48,16.98,Travel,1,15258.84,0.386,568.0,0,3,0
APP104416,42,Male,Married,0,Graduate,Self-Employed,1.0,24800.0,201000,84,18.5,Debt Consolidation,0,4283.7,0.173,503.0,1,2,0
APP104417,27,Female,Married,3,High School,Self-Employed,0.3,25900.0,84000,12,22.21,Debt Consolidation,1,7870.42,0.363,514.0,1,7,0
APP104418,63,Male,Married,3,Post Graduate,Salaried,2.0,57500.0,729000,12,17.74,Debt Consolidation,1,66744.54,1.2,507.0,0,2,0
APP104419,44,Female,Married,0,Graduate,Business Owner,1.8,72100.0,826000,36,13.82,Debt Consolidation,0,28158.56,0.391,675.0,0,4,1
APP104420,24,Male,Married,3,Graduate,Self-Employed,3.0,35700.0,193000,36,16.06,Travel,1,6791.03,0.362,561.0,0,3,1
APP104421,48,Female,Married,0,Graduate,Unemployed,0.0,8000.0,31000,24,14.83,Travel,0,1500.58,0.188,498.0,0,4,0
APP104422,35,Female,Married,0,Graduate,Salaried,3.2,35600.0,533000,60,13.75,Home Renovation,0,12333.0,0.346,611.0,0,1,1
APP104423,21,Female,Single,2,Graduate,Salaried,1.0,13100.0,31000,48,15.76,Home Renovation,0,874.74,0.067,510.0,0,2,1
APP104424,23,Female,Married,1,High School,Unemployed,0.0,8000.0,70000,60,16.94,Business,1,1737.42,0.32,521.0,0,1,0
APP104425,34,Male,Single,1,Graduate,Business Owner,4.2,16900.0,195000,36,13.55,Home Renovation,0,6622.1,0.392,607.0,0,3,1
APP104426,58,Female,Single,2,Graduate,Business Owner,0.4,29800.0,423000,60,13.41,Other,1,9713.56,0.379,618.0,0,0,1
APP104427,21,Female,Single,0,Post Graduate,Self-Employed,1.0,25500.0,224000,60,20.34,Medical,1,5977.09,0.322,480.0,1,1,0
APP104428,58,Male,Divorced,0,Graduate,Self-Employed,,52000.0,494000,60,19.75,Wedding,0,13019.36,0.25,567.0,1,8,0
APP104429,58,Female,Married,1,Graduate,Business Owner,1.6,31500.0,428000,12,16.19,Other,0,38871.3,1.2,614.0,0,1,0
APP104430,41,Male,Married,0,High School,Salaried,1.7,53900.0,394000,36,17.37,Education,1,14119.83,0.331,,0,1,1
APP104431,49,Male,Single,0,Post Graduate,Self-Employed,3.1,20600.0,141000,48,15.75,Business,1,3977.95,0.304,535.0,0,2,1
APP104432,25,Female,Married,0,Graduate,Business Owner,4.0,40200.0,546000,48,15.36,Wedding,0,15295.41,0.38,540.0,0,1,1
APP104433,30,Male,Single,2,Graduate,Salaried,2.0,37900.0,434000,24,17.29,Travel,1,21518.47,0.755,571.0,0,2,0
APP104434,48,Female,Single,3,Post Graduate,Salaried,1.7,60300.0,643000,48,14.27,Medical,1,17658.14,0.393,604.0,0,4,1
APP104435,41,Male,Married,0,Post Graduate,Salaried,0.9,138600.0,572000,36,15.08,Medical,1,19850.98,0.238,635.0,0,1,0
APP104436,27,Male,Married,0,Graduate,Business Owner,2.5,17000.0,128000,48,14.61,Education,0,3537.08,0.208,532.0,0,2,1
APP104437,23,Male,Single,2,Post Graduate,Self-Employed,1.0,35600.0,255000,48,19.22,Business,0,7654.17,0.215,494.0,1,12,0
APP104438,65,Male,Married,4,Post Graduate,Self-Employed,0.7,141000.0,1958000,36,14.5,Medical,0,67396.27,0.478,579.0,0,2,1
APP104439,40,Female,Divorced,0,Post Graduate,Business Owner,9.7,37200.0,97000,12,16.77,Business,1,8836.28,0.421,529.0,0,4,0
APP104440,39,Male,Single,3,Graduate,Salaried,0.3,45300.0,670000,48,17.33,Home Renovation,1,19447.46,0.538,522.0,0,1,0
APP104441,55,Male,Single,1,Graduate,Business Owner,6.2,28400.0,394000,84,13.79,Business,0,7337.93,0.258,598.0,0,1,1
APP104442,24,Male,Married,4,High School,Salaried,1.1,14500.0,149000,60,20.41,Home Renovation,0,3981.66,0.275,454.0,1,4,0
APP104443,25,Male,Single,0,Graduate,Self-Employed,0.1,26600.0,200000,24,17.32,Medical,0,9919.23,0.373,507.0,0,2,1
APP104444,21,Female,Widowed,4,Graduate,Salaried,1.0,97600.0,1172000,48,14.36,Medical,0,32238.68,0.33,605.0,0,5,1
APP104445,24,Male,Married,1,Graduate,Salaried,3.0,20300.0,261000,36,15.6,Business,0,9124.53,0.449,564.0,0,1,0
APP104446,32,Female,Married,4,Graduate,Salaried,2.0,31300.0,133000,24,18.0,Debt Consolidation,0,6639.91,0.212,509.0,0,2,0
APP104447,47,Female,Married,1,High School,Salaried,0.4,25600.0,343000,36,21.31,Debt Consolidation,0,12977.21,0.507,502.0,1,7,1
APP104448,62,Female,Married,1,High School,Business Owner,2.2,57400.0,224000,48,16.76,Business,0,6435.75,0.112,646.0,1,5,0
APP104449,43,Female,Single,2,Graduate,Salaried,1.0,63900.0,464000,48,15.88,Business,0,13121.39,0.205,582.0,0,2,0
APP104450,45,Male,Divorced,2,Graduate,Salaried,13.5,38300.0,178000,12,16.7,Home Renovation,0,16209.11,0.423,554.0,0,0,1
APP104451,41,Male,Married,2,Graduate,Unemployed,0.0,8000.0,72000,48,18.75,Education,0,2143.32,0.268,507.0,0,2,0
APP104452,44,Female,Single,1,Post Graduate,Salaried,3.8,30300.0,427000,60,15.5,Education,0,10270.71,0.339,604.0,0,1,1
APP104453,45,Female,Married,2,Post Graduate,Unemployed,0.0,8000.0,52000,48,19.5,Business,1,1568.56,0.254,471.0,1,6,0
APP104454,65,Female,,4,Graduate,Business Owner,16.6,81000.0,1023000,36,,Home Renovation,0,35432.58,,588.0,0,1,0
APP104455,52,Female,Single,0,High School,Salaried,2.2,18300.0,159000,60,16.67,Home Renovation,0,3923.4,0.214,552.0,0,0,0
APP104456,52,Male,Married,1,Graduate,Salaried,4.1,84300.0,1061000,36,15.72,Medical,1,37155.11,0.615,525.0,0,4,1
APP104457,25,Male,Married,3,Graduate,Self-Employed,1.1,49000.0,672000,48,17.39,Medical,1,19526.44,0.484,519.0,0,3,1
APP104458,56,Female,Married,2,Graduate,Business Owner,8.3,80100.0,612000,24,17.63,Medical,0,30444.25,0.38,580.0,1,4,0
APP104459,62,Female,Single,2,High School,Salaried,0.2,89700.0,640000,12,18.84,Home Renovation,1,58931.35,0.756,461.0,0,2,0
APP104460,62,Male,Married,3,High School,Salaried,5.9,18100.0,86000,48,16.73,Debt Consolidation,1,2469.54,0.277,562.0,0,4,0
APP104461,59,Female,Single,2,Graduate,Business Owner,2.5,20200.0,274000,24,15.78,Medical,0,13387.11,0.663,576.0,0,1,1
APP104462,36,Male,Married,2,Graduate,Salaried,4.3,39900.0,466000,12,14.92,Debt Consolidation,1,42042.78,1.2,648.0,0,2,0
APP104463,53,Male,Married,4,Post Graduate,Salaried,4.5,76100.0,609000,24,16.33,Travel,0,29914.65,0.393,612.0,1,6,0
APP104464,41,Female,Married,3,Post Graduate,Business Owner,6.2,42300.0,299000,48,16.03,Business,0,8478.34,0.2,523.0,0,1,1
APP104465,29,Female,Divorced,2,Graduate,Business Owner,1.1,46200.0,154000,24,15.46,Medical,0,7500.64,0.162,530.0,0,1,1
APP104466,26,Male,Divorced,0,Post Graduate,Salaried,3.8,86800.0,399000,48,14.14,Other,0,10931.31,0.126,656.0,0,0,1
APP104467,65,Male,Widowed,0,Doctorate,Salaried,2.8,101600.0,577000,48,14.56,Wedding,1,15929.94,0.301,614.0,0,1,0
APP104468,55,Male,Widowed,1,Post Graduate,Self-Employed,1.7,38800.0,524000,24,16.5,Other,0,25782.03,0.664,608.0,0,3,1
APP104469,59,Female,Married,2,Post Graduate,Salaried,3.4,54100.0,578000,48,17.66,Debt Consolidation,1,16876.23,0.42,550.0,0,1,1
APP104470,42,Male,Widowed,0,Post Graduate,Salaried,15.2,29600.0,130000,24,15.52,Medical,1,6335.43,0.267,578.0,1,7,0
APP104471,61,Female,Divorced,0,Graduate,Business Owner,14.9,22000.0,145000,48,16.03,Education,1,4111.57,0.333,586.0,0,2,1
APP104472,25,Female,Married,0,High School,Unemployed,0.0,14300.0,63000,24,18.81,Medical,1,3169.93,0.3,557.0,0,1,0
APP104473,62,Female,Single,2,Doctorate,Salaried,1.6,20000.0,116000,36,17.45,Travel,0,4161.74,0.208,528.0,1,6,0
APP104474,43,Male,Single,3,Graduate,Self-Employed,10.8,43900.0,177000,24,16.42,Education,1,8702.03,0.392,612.0,0,1,1
APP104475,37,Female,Married,3,Post Graduate,Salaried,10.5,39200.0,496000,84,16.83,Medical,0,10087.49,0.257,578.0,0,2,0
APP104476,32,Male,Married,1,Post Graduate,Salaried,1.4,62100.0,171000,48,16.77,Medical,0,4913.89,0.079,506.0,0,1,0
APP104477,43,Male,Married,1,Graduate,Salaried,4.6,25800.0,201000,12,17.14,Business,0,18345.51,0.711,553.0,0,2,0
APP104478,36,Male,Single,1,Graduate,Salaried,10.2,64300.0,368000,60,14.33,Business,0,8625.81,0.134,639.0,0,1,1
APP104479,23,Male,Married,1,Graduate,Self-Employed,2.0,35700.0,259000,48,15.26,Wedding,1,7242.34,0.306,544.0,0,2,1
APP104480,50,Female,Married,2,High School,Business Owner,2.3,75000.0,1022000,36,19.19,Debt Consolidation,1,37560.7,0.681,562.0,0,1,0
APP104481,42,Male,Divorced,1,High School,Salaried,5.3,32400.0,258000,24,17.41,Travel,0,12806.99,0.395,625.0,1,5,0
APP104482,29,Male,Single,0,Graduate,Salaried,0.9,21500.0,165000,36,16.12,Debt Consolidation,0,5810.69,0.27,548.0,0,0,1
APP104483,49,Female,Divorced,1,High School,Salaried,0.9,38100.0,284000,48,20.03,Business,0,8646.76,0.227,493.0,1,4,0
APP104484,57,Male,Married,0,Graduate,Self-Employed,8.9,49200.0,191000,24,18.81,Wedding,0,9610.42,0.195,576.0,1,5,1
APP104485,43,Female,Single,0,High School,Salaried,0.2,27500.0,255000,36,18.01,Business,0,9220.14,0.335,554.0,0,2,0
APP104486,33,Male,Married,1,Post Graduate,Salaried,8.1,32500.0,184000,48,16.95,Business,1,5304.57,0.294,575.0,0,4,1
APP104487,52,Male,Single,0,Post Graduate,Salaried,,72600.0,723000,36,15.43,Other,1,25215.54,0.497,598.0,0,1,0
APP104488,43,Female,Single,1,Graduate,Salaried,3.3,22400.0,238000,60,20.29,Other,0,6344.01,0.283,539.0,1,10,0
APP104489,65,Male,Married,0,Graduate,Salaried,3.9,23600.0,297000,24,16.53,Medical,0,14617.37,0.619,550.0,0,2,1
APP104490,37,Male,Single,2,Doctorate,Salaried,7.3,75600.0,844000,60,15.03,Debt Consolidation,1,20091.99,0.408,586.0,0,1,0
APP104491,60,Male,Single,4,High School,Business Owner,10.8,32700.0,327000,48,16.24,Education,1,9307.51,0.431,622.0,0,0,0
APP104492,41,Male,Married,1,Graduate,Business Owner,8.2,17000.0,204000,24,18.01,Debt Consolidation,1,10185.5,0.715,522.0,1,5,0
APP104493,22,Male,Married,2,Graduate,Salaried,1.0,22500.0,239000,12,18.26,Medical,1,21941.1,1.147,525.0,0,2,0
